1.00E+00,-1.35E+01,-2.37E-02
1.00E+00,-1.34E+01,2.13E-02
1.00E+00,2.11E-02,6.26E-02
1.00E+00,-1.20E+01,-2.21E-01
1.00E+00,1.77E+00,2.83E-01
1.00E+00,1.64E+01,3.00E-01
1.00E+00,-1.33E+01,-5.56E-01
1.00E+00,1.46E+01,-8.51E-01
1.00E+00,-1.69E+01,-2.96E-01
1.00E+00,8.15E+00,-4.43E-01
1.00E+00,-1.43E+01,-1.89E-01
1.00E+00,8.61E+00,-9.15E-01
1.00E+00,5.02E+00,-7.21E-01
1.00E+00,1.25E+01,-4.88E-01
1.00E+00,-8.45E+00,1.99E-01
1.00E+00,-4.70E+00,4.51E-01
1.00E+00,6.55E+00,8.75E-01
1.00E+00,-1.55E+00,-7.24E-01
1.00E+00,1.74E+01,-2.27E-01
1.00E+00,-5.78E+00,2.78E-01
1.00E+00,2.17E+01,1.06E+00
1.00E+00,-8.25E+00,-5.39E-01
1.00E+00,-1.24E+01,4.30E-01
1.00E+00,-1.49E+01,-5.64E-01
1.00E+00,-7.93E-01,2.31E-01
1.00E+00,-1.00E+01,-4.23E-01
1.00E+00,-1.46E+00,-5.56E-02
1.00E+00,-3.63E+00,7.68E-01
1.00E+00,2.98E-01,2.55E-01
1.00E+00,3.63E+00,-1.98E-01
1.00E+00,-1.61E+01,2.89E-01
1.00E+00,-1.75E+01,1.66E-01
1.00E+00,6.79E+00,4.24E-01
1.00E+00,-1.15E+00,-4.33E-02
1.00E+00,1.86E+01,-2.83E-01
1.00E+00,1.99E+01,-3.27E-01
1.00E+00,1.22E+01,1.69E-01
1.00E+00,-9.87E+00,-1.26E+00
1.00E+00,-1.02E+00,4.56E-01
1.00E+00,-4.82E+00,-3.41E-02
1.00E+00,-1.01E+00,-4.83E-01
1.00E+00,8.02E+00,3.65E-01
1.00E+00,-3.46E+00,-6.57E-01
1.00E+00,8.67E+00,4.31E-01
1.00E+00,-3.60E+00,-6.89E-01
1.00E+00,-2.60E+00,-5.23E-01
1.00E+00,-7.35E+00,4.70E-01
1.00E+00,8.66E+00,4.99E-03
1.00E+00,3.08E+00,9.71E-02
1.00E+00,-7.78E+00,1.97E-02
1.00E+00,-4.91E+00,2.88E-01
1.00E+00,7.44E+00,-2.09E-01
1.00E+00,-1.74E+00,-5.08E-02
1.00E+00,4.55E-02,-6.38E-02
1.00E+00,1.34E+01,-1.87E-01
1.00E+00,1.49E+01,1.24E-01
1.00E+00,2.05E+00,2.62E-01
1.00E+00,1.44E+01,-3.39E-01
1.00E+00,-2.51E+00,7.25E-01
1.00E+00,-3.88E-01,-5.24E-01
1.00E+00,2.40E+00,7.25E-01
1.00E+00,7.62E+00,2.56E-01
1.00E+00,-8.93E-01,3.43E-01
1.00E+00,5.19E+00,-2.49E-01
1.00E+00,2.63E+00,-5.56E-01
1.00E+00,4.29E-01,2.55E-01
1.00E+00,5.63E+00,-6.64E-03
1.00E+00,-5.93E+00,7.71E-02
1.00E+00,-3.43E+00,-2.39E-01
1.00E+00,5.96E+00,-4.31E-02
1.00E+00,-9.22E+00,7.65E-01
1.00E+00,-3.13E-02,-1.07E-01
1.00E+00,-2.45E+01,-5.47E-01
1.00E+00,7.80E+00,-4.61E-01
1.00E+00,6.17E-01,8.69E-01
1.00E+00,-2.91E+00,1.58E-01
1.00E+00,-5.51E+00,1.07E+00
1.00E+00,5.45E+00,-7.55E-02
1.00E+00,2.37E+01,-2.59E-01
1.00E+00,4.07E+00,-1.91E-01
1.00E+00,8.19E+00,-2.10E-01
1.00E+00,-4.03E+00,7.34E-02
1.00E+00,4.29E+00,3.53E-01
1.00E+00,-1.01E+01,1.51E-01
1.00E+00,-2.64E+00,1.55E-01
1.00E+00,2.40E+00,1.78E-01
1.00E+00,-8.99E+00,-7.50E-01
1.00E+00,-3.73E+00,-1.13E-01
1.00E+00,5.32E+00,-6.66E-01
1.00E+00,8.05E+00,-3.76E-01
1.00E+00,1.26E+01,-3.56E-01
1.00E+00,-7.33E+00,-3.39E-01
1.00E+00,-2.56E+00,-3.09E-01
1.00E+00,-9.66E+00,-3.78E-01
1.00E+00,-9.94E+00,-8.09E-01
1.00E+00,-9.26E+00,1.25E+00
1.00E+00,5.14E+00,-5.14E-03
1.00E+00,-8.92E+00,2.04E-02
1.00E+00,-2.09E+01,-6.15E-01
1.00E+00,1.88E+00,-1.45E+00
2.00E+00,2.76E+01,-5.30E+00
2.00E+00,-3.59E+00,-4.69E+00
2.00E+00,1.32E+00,-4.12E+00
2.00E+00,-2.26E+01,-4.63E+00
2.00E+00,6.46E+00,-4.06E+00
2.00E+00,1.00E+01,-5.48E+00
