1.8609,-0.20738,0.26156,-0.21456,-0.17125,-0.11817,-0.27756,0.025668,0.1267,-0.30676,-0.21308,0.088728
1.8917,-0.19325,0.23536,-0.24912,-0.11289,-0.11224,-0.312,-0.027122,0.17146,-0.28943,-0.24772,0.093011
1.9392,-0.23966,0.25856,-0.29146,-0.041053,-0.10203,-0.3833,0.019013,0.16951,-0.31489,-0.22791,0.074638
1.7175,-0.21857,0.21712,-0.22819,-0.018608,-0.13762,-0.40332,-0.009643,0.16461,-0.32327,-0.2101,0.098098
1.7412,-0.27989,0.19658,-0.23638,-0.032012,-0.090612,-0.36313,-0.012571,0.1243,-0.35117,-0.21654,0.1139
1.6847,-0.31198,0.19545,-0.23197,-0.06867,-0.003822,-0.34194,-0.008826,0.085097,-0.36433,-0.20479,0.10184
1.6374,-0.33623,0.15277,-0.22384,-0.026278,-0.009157,-0.36387,-0.003117,0.055479,-0.35811,-0.18164,0.082056
1.6433,-0.34977,0.13155,-0.15452,-0.035292,0.023719,-0.3814,-0.021189,0.020397,-0.34049,-0.15642,0.080884
1.607,-0.38275,0.17904,-0.11595,-0.060406,0.0578,-0.36464,-0.06923,-0.019788,-0.356,-0.11513,0.13193
1.6179,-0.52737,0.17988,-0.083292,0.031747,0.081424,-0.41823,-0.081175,-0.022385,-0.33766,-0.10318,0.10227
1.5104,-0.54802,0.13193,-0.028036,0.10478,0.092027,-0.41679,-0.12064,-0.056442,-0.30885,-0.099587,0.10353
1.3712,-0.47099,0.043163,0.019166,0.1651,0.09589,-0.41669,-0.15957,-0.078847,-0.32681,-0.073882,0.14106
1.299,-0.4951,0.029375,0.026418,0.21829,0.07575,-0.37487,-0.19154,-0.10377,-0.32227,-0.066122,0.13072
1.2215,-0.50008,-0.002802,0.095565,0.22684,0.055463,-0.37448,-0.23317,-0.064838,-0.29622,-0.075885,0.091973
1.1818,-0.49644,-0.075193,0.16729,0.29422,0.009977,-0.4003,-0.23358,-0.067197,-0.2365,-0.096844,0.010373
1.1616,-0.48193,-0.052291,0.15667,0.36123,-0.029372,-0.4394,-0.15378,-0.14477,-0.21437,-0.068804,-0.041047
1.195,-0.51096,0.065827,0.17579,0.35362,-0.066702,-0.48303,-0.06115,-0.19656,-0.22048,-0.02792,-0.085436
1.2648,-0.56488,0.16291,0.18674,0.35686,-0.1036,-0.47758,-0.036123,-0.21855,-0.20497,-0.019119,-0.13686
1.2507,-0.61229,0.2057,0.211,0.36971,-0.13533,-0.51192,-0.008747,-0.20364,-0.21298,-0.02357,-0.1705
1.2614,-0.63835,0.21744,0.26338,0.39111,-0.1769,-0.5107,0.020526,-0.21771,-0.21907,-0.033314,-0.17599
1.3039,0.067256,0.59772,-0.27147,-0.23681,-0.41113,-0.014826,0.11317,-0.05823,-0.17314,0.093058,0.099247
1.2883,0.018672,0.63158,-0.35511,-0.11922,-0.43443,-0.078036,0.17812,-0.10643,-0.18191,0.093031,0.099183
1.332,-0.058744,0.60193,-0.34791,-0.053463,-0.42175,-0.028479,0.14507,-0.15949,-0.12775,0.019092,0.11355
1.4365,-0.20656,0.64177,-0.39107,-0.10365,-0.22737,-0.070016,0.13861,-0.12523,-0.18274,-0.021516,0.065927
1.5101,-0.30888,0.6143,-0.28364,-0.17876,-0.26717,-0.03463,0.16009,-0.098749,-0.22053,-0.061329,0.09364
1.4923,-0.4138,0.58318,-0.19752,-0.24238,-0.23451,-0.026315,0.17849,-0.12212,-0.25638,-0.038403,0.06447
1.7314,-0.61571,0.62491,-0.24135,-0.15812,-0.18676,-0.01546,0.09242,-0.20375,-0.1862,-0.10048,0.045003
1.6557,-0.48973,0.36639,-0.18385,-0.018003,-0.25282,0.069039,0.01874,-0.18003,-0.13658,-0.24575,0.052947
1.5601,-0.30999,0.10747,0.015034,-0.04191,-0.2174,0.067056,0.00926,-0.16303,-0.22959,-0.17798,0.038727
1.9814,-0.63069,0.26198,-0.046982,0.076403,-0.25762,-0.015961,0.017001,-0.23212,-0.21708,-0.19282,0.089435
1.6406,-0.47193,0.091516,0.061063,0.16561,-0.21263,-0.046723,-0.034998,-0.211,-0.22123,-0.17545,0.072476
1.5915,-0.47178,0.12578,0.048809,0.25025,-0.18847,-0.1218,0.001121,-0.28056,-0.17766,-0.1194,0.011129
1.5824,-0.50723,0.27886,-0.058031,0.28728,-0.15588,-0.10445,-0.085458,-0.32014,-0.12547,-0.10115,0.049713
1.5413,-0.53038,0.36352,-0.087405,0.2514,-0.11663,-0.04708,-0.16493,-0.35087,-0.086459,-0.096591,0.082467
1.5923,-0.59683,0.39001,-0.012749,0.19834,-0.13085,0.035449,-0.20998,-0.38702,-0.056789,-0.094819,0.086401
1.6741,-0.65972,0.38017,0.048824,0.2214,-0.18092,0.021967,-0.23575,-0.32106,-0.098248,-0.16226,0.20235
1.6815,-0.61435,0.38124,0.043964,0.27988,-0.19382,-0.012821,-0.21157,-0.30256,-0.1366,-0.17302,0.24891
1.6479,-0.6587,0.51136,-0.02978,0.3146,-0.15943,-0.057186,-0.12757,-0.3808,-0.091613,-0.14374,0.15453
1.5702,-0.66578,0.47836,0.003514,0.288,-0.13016,-0.056077,-0.11948,-0.35992,-0.09191,-0.13577,0.076777
1.6124,-0.60699,0.41677,0.050611,0.24054,-0.08176,-0.047219,-0.17337,-0.26967,-0.11813,-0.17612,0.075934
1.5892,-0.52637,0.43712,-0.069075,0.2801,-0.006222,-0.12116,-0.31031,-0.14869,-0.07524,-0.24567,0.13103
1.5196,-0.52442,0.4433,0.032485,0.32384,-0.0698,-0.17075,-0.3911,-0.098999,-0.029453,-0.19805,0.12728
1.4524,-0.62303,0.52739,0.22211,0.26806,-0.12027,-0.17915,-0.39699,-0.0636,-0.04565,-0.18457,0.10271
1.3709,-0.62135,0.60077,0.2832,0.25033,-0.18078,-0.19165,-0.35336,-0.044004,-0.10533,-0.19304,0.11915
1.3073,-0.60057,0.62098,0.38551,0.21083,-0.25157,-0.22865,-0.30533,-0.014519,-0.16753,-0.17581,0.088565
1.3346,-0.54216,0.5581,0.47042,0.22912,-0.26382,-0.25175,-0.33118,-0.007968,-0.18829,-0.13861,0.054478
1.4625,0.17407,0.50513,-0.3743,-0.36212,-0.40033,-0.13743,-0.00083,0.053888,-0.23763,0.12064,0.19325
1.3098,0.12018,0.50305,-0.32756,-0.35679,-0.4455,-0.060423,-0.007899,0.041605,-0.23109,0.12105,0.20239
1.4182,0.015721,0.58999,-0.31059,-0.47702,-0.3671,-0.12085,0.066952,-0.023859,-0.22432,0.1753,0.15667
1.5859,-0.14869,0.69689,-0.43367,-0.36987,-0.32527,-0.19292,0.12444,-0.041498,-0.20858,0.12981,0.14674
1.652,-0.17902,0.55765,-0.35244,-0.28635,-0.30367,-0.21082,0.1046,0.040954,-0.21952,0.022768,0.18732
1.4861,-0.091183,0.33603,-0.13157,-0.33349,-0.25834,-0.20133,0.043862,0.073675,-0.24716,-0.002587,0.19097
1.6125,-0.27463,0.3901,-0.21291,-0.22267,-0.24479,-0.21703,0.010084,0.049756,-0.24424,-0.040954,0.20789
1.7234,-0.39064,0.41783,-0.24624,-0.19341,-0.19756,-0.17319,0.070316,-0.015199,-0.34452,-0.048362,0.24858
1.9085,-0.58088,0.43133,-0.25986,-0.20999,-0.07967,-0.14721,0.13455,-0.051157,-0.4511,-0.077406,0.22665
2.1253,-0.82608,0.48841,-0.28105,-0.16328,-0.008763,-0.18626,0.12448,-0.054817,-0.46436,-0.13289,0.17282
1.9902,-0.93526,0.47063,-0.15376,-0.091035,0.035063,-0.25866,0.058584,-0.014116,-0.47375,-0.14698,0.19798
2.0803,-1.0423,0.52543,-0.10498,0.011769,0.078796,-0.37108,-0.013916,-0.020054,-0.47896,-0.093402,0.23036
1.6694,-0.67986,0.25694,0.069152,0.12282,0.099089,-0.40898,-0.10892,-0.046027,-0.43272,-0.059613,0.24777
1.8823,-0.88567,0.4282,0.002923,0.26565,0.11518,-0.40603,-0.16389,-0.12314,-0.36065,-0.031532,0.20011
1.6262,-0.70789,0.33681,0.044792,0.34695,0.06619,-0.33208,-0.11682,-0.2266,-0.36226,0.004972,0.16145
1.2602,-0.48567,0.2343,0.14164,0.30789,0.12468,-0.33218,-0.1683,-0.17466,-0.38542,-0.004726,0.18445
1.2741,-0.54642,0.29668,0.1523,0.31242,0.19431,-0.42062,-0.18505,-0.14106,-0.32044,0.02087,0.099264
1.4529,-0.70425,0.37865,0.24278,0.31124,0.19292,-0.45242,-0.18149,-0.11628,-0.29519,0.053308,0.06499
1.5724,-0.86782,0.45294,0.29608,0.31226,0.16146,-0.41608,-0.17138,-0.10676,-0.30302,0.042348,0.079769
1.5652,-0.81154,0.48361,0.26474,0.34026,0.17386,-0.42148,-0.18112,-0.093458,-0.28979,0.043696,0.066179
1.6711,-0.91098,0.58718,0.22524,0.37072,0.14717,-0.432,-0.14669,-0.10638,-0.29691,0.065611,0.046339
1.6338,-0.93542,0.57427,0.26902,0.37182,0.11974,-0.39679,-0.12298,-0.15285,-0.26828,0.095911,-0.015915
1.1608,0.078806,0.23771,-0.010878,-0.39305,-0.74469,0.17307,-0.012922,-0.071948,0.028707,0.07482,0.1463
1.218,-0.043693,0.37857,-0.055125,-0.3996,-0.75621,0.18975,0.014265,-0.099093,0.03897,0.049702,0.16454
1.2347,-0.10708,0.50419,-0.15155,-0.40984,-0.66655,0.17686,0.024257,-0.085188,0.005654,-0.007566,0.16847
1.4573,-0.31852,0.42734,-0.12737,-0.39982,-0.61251,0.23643,0.039318,-0.12938,-0.053426,-0.064975,0.1311
1.5348,-0.41451,0.27341,-0.008643,-0.45215,-0.53253,0.27516,0.032256,-0.13573,-0.15888,-0.070709,0.073425
1.5055,-0.46613,0.31718,-0.06588,-0.47694,-0.3532,0.16581,0.006522,-0.077765,-0.25374,-0.15301,0.11692
1.5522,-0.53588,0.41006,-0.18265,-0.43826,-0.23327,0.085723,0.030157,-0.077588,-0.33685,-0.19022,0.16552
1.498,-0.67432,0.4739,-0.22822,-0.37629,-0.16864,-0.002026,0.034234,-0.082042,-0.35269,-0.20413,0.16583
1.5433,-0.85399,0.58298,-0.15771,-0.36558,-0.095108,-0.10867,0.035963,-0.057307,-0.38646,-0.18525,0.16828
1.6236,-0.88301,0.57386,-0.090257,-0.33416,-0.047162,-0.16003,0.009218,-0.043002,-0.40653,-0.16163,0.17891
1.6263,-0.84483,0.55501,-0.044239,-0.30889,-0.003722,-0.2258,-0.06849,-0.008632,-0.34046,-0.15596,0.139
1.6346,-0.84696,0.57578,0.038173,-0.24521,0.029938,-0.301,-0.1223,0.014359,-0.28197,-0.14679,0.083612
1.6585,-0.88081,0.59533,0.013667,-0.056339,-0.017231,-0.33117,-0.10257,-0.097225,-0.26655,-0.025202,0.030883
1.6533,-0.98716,0.73338,0.012034,0.003833,0.031168,-0.37225,-0.13338,-0.12298,-0.25823,0.034436,0.008776
1.7042,-1.078,0.86974,-0.023985,0.000518,0.08961,-0.41863,-0.16593,-0.10983,-0.2513,0.034556,-0.025393
1.5563,-1.0436,0.90946,-0.018181,0.018808,0.033865,-0.41016,-0.13483,-0.17846,-0.24451,0.090128,-0.077927
1.4219,-1.0564,0.87437,0.061409,0.073847,-0.01579,-0.4109,-0.098065,-0.20725,-0.26732,0.11947,-0.098507
1.3114,-1.0396,0.83827,0.083326,0.13807,-0.001436,-0.39948,-0.10075,-0.24405,-0.27706,0.13338,-0.090556
1.1752,-0.93769,0.70157,0.2001,0.20177,-0.031186,-0.36375,-0.090629,-0.27947,-0.28123,0.13095,-0.082822
1.3355,-1.0902,0.83294,0.14436,0.21712,-0.074302,-0.39583,-0.05633,-0.28355,-0.26898,0.09866,-0.098007
1.6657,-0.25122,0.30971,-0.37167,-0.31173,-0.52093,-0.21593,0.25558,0.048732,-0.11533,0.063014,0.15679
1.6854,-0.30513,0.33942,-0.4555,-0.25932,-0.5026,-0.19537,0.18543,0.076114,-0.10684,-0.036998,0.20072
1.5412,-0.23899,0.29507,-0.44764,-0.20016,-0.49507,-0.18937,0.12321,0.13009,-0.12572,-0.10023,0.23268
1.479,-0.27818,0.35173,-0.47636,-0.13411,-0.46303,-0.25896,0.17939,0.077287,-0.15946,-0.060428,0.20339
1.6024,-0.35913,0.37028,-0.49097,-0.11485,-0.47373,-0.20939,0.13192,0.008094,-0.17837,-0.12126,0.27194
1.6168,-0.37374,0.26421,-0.3911,-0.06592,-0.52349,-0.1003,0.046133,-0.076248,-0.17639,-0.15784,0.32965
1.5609,-0.32432,0.08428,-0.16902,-0.058893,-0.55785,-0.032517,0.049321,-0.13455,-0.19329,-0.088907,0.25176
1.5864,-0.3352,0.094031,-0.11918,0.027851,-0.47572,-0.16923,0.060178,-0.18822,-0.16409,-0.045568,0.14924
1.5524,-0.42538,0.19915,-0.039058,0.07622,-0.41678,-0.22876,0.065394,-0.18333,-0.12076,-0.088878,0.042436
1.7563,-0.61597,0.20847,-0.047114,0.21209,-0.41719,-0.20475,-0.049585,-0.18994,-0.075709,-0.20956,0.074583
1.6783,-0.6683,0.30999,-0.10682,0.25654,-0.29584,-0.24529,-0.14897,-0.15839,-0.059683,-0.2934,0.08855
1.6507,-0.74454,0.37769,-0.010016,0.24253,-0.28031,-0.29735,-0.1863,-0.15302,-0.047579,-0.24543,0.047008
1.6275,-0.75393,0.23084,0.14899,0.21609,-0.27685,-0.23204,-0.22756,-0.16836,-0.094685,-0.18178,0.061112
1.6122,-0.72407,0.12125,0.26989,0.33327,-0.34589,-0.1706,-0.17199,-0.27278,-0.098009,-0.11177,0.05563
1.56,-0.7063,0.16448,0.30805,0.30462,-0.24628,-0.18153,-0.20958,-0.26022,-0.13077,-0.062059,0.084525
1.5132,-0.7827,0.28905,0.25641,0.23795,-0.12374,-0.21029,-0.27859,-0.19377,-0.13964,-0.08706,0.11879
1.4633,-0.79681,0.35513,0.23813,0.25277,-0.08381,-0.27268,-0.23927,-0.16237,-0.1595,-0.071656,0.087922
1.4497,-0.92268,0.48047,0.22427,0.22725,0.02826,-0.39161,-0.18346,-0.12325,-0.22105,-0.000435,0.035291
1.3617,-0.9609,0.55963,0.22649,0.23503,0.063513,-0.4553,-0.15998,-0.10062,-0.25841,0.037011,0.008935
1.2545,-0.86911,0.55488,0.28054,0.26042,-0.0192,-0.44708,-0.11379,-0.11048,-0.28996,0.039887,0.026577
1.2514,-0.87527,0.59392,0.33213,0.27697,-0.10635,-0.3878,-0.11394,-0.13065,-0.25892,0.002197,0.021173
1.3168,0.20896,0.24725,-0.12231,-0.29189,-0.53841,0.038262,0.028536,-0.16563,-0.14515,0.11261,0.10819
1.5466,0.1539,0.20858,-0.12652,-0.34707,-0.57549,0.12912,0.029862,-0.12089,-0.077795,0.037846,0.080831
1.6089,-0.017998,0.34085,-0.16117,-0.49362,-0.4382,0.073069,0.037607,-0.038292,-0.16924,0.028236,0.10933
1.5005,-0.028411,0.43727,-0.33404,-0.43305,-0.34893,0.077534,0.009284,-0.036945,-0.23448,0.021624,0.16268
1.311,-0.030111,0.50757,-0.49168,-0.36064,-0.29071,0.13311,-0.011299,-0.10323,-0.17161,-0.033292,0.1128
1.3211,-0.043778,0.325,-0.32026,-0.36592,-0.23686,0.057422,-0.029263,-0.095248,-0.26743,0.003456,0.12095
1.4502,-0.080798,0.20442,-0.14947,-0.34162,-0.21563,-0.077424,-0.005952,-0.12136,-0.37599,0.066614,0.21039
1.5318,-0.15603,0.19089,-0.16397,-0.23126,-0.19329,-0.2378,0.027416,-0.11344,-0.39945,0.067804,0.2355
1.6342,-0.34412,0.21605,-0.17808,-0.165,-0.10642,-0.30268,-0.002384,-0.10269,-0.38647,0.036043,0.23593
1.78,-0.53244,0.21,-0.15018,-0.12708,-0.035412,-0.23495,-0.050771,-0.13698,-0.39138,-0.023714,0.26535
1.8621,-0.70795,0.18435,0.032872,-0.12562,-0.029569,-0.19987,-0.075182,-0.18256,-0.36863,-0.016512,0.28445
1.7882,-0.76867,0.28307,0.081496,0.043878,-0.20487,-0.18992,-0.12217,-0.27367,-0.23823,0.048968,0.22358
1.5584,-0.64722,0.18238,0.1677,0.19284,-0.29881,-0.2221,-0.17967,-0.24607,-0.17018,0.031181,0.19637
1.5276,-0.61904,0.13308,0.18509,0.2129,-0.22608,-0.2449,-0.23539,-0.23318,-0.15926,0.028516,0.15244
1.8006,-0.7909,0.32655,0.11265,0.18763,-0.20139,-0.24186,-0.26156,-0.28877,-0.13729,-0.012089,0.13422
1.5479,-0.70833,0.23071,0.30107,0.13989,-0.20707,-0.23916,-0.25759,-0.23864,-0.17912,-0.011356,0.081306
1.6119,-0.82189,0.36491,0.27168,0.11478,-0.19578,-0.26795,-0.24272,-0.24945,-0.1952,0.005866,0.086699
1.6065,-0.85047,0.51064,0.26255,0.08998,-0.14239,-0.29279,-0.28473,-0.22554,-0.19478,0.013731,0.10845
1.5232,-0.83004,0.36812,0.38173,0.13335,-0.14214,-0.28381,-0.27501,-0.22332,-0.15784,0.017047,0.04699
1.4265,-0.87738,0.47469,0.38924,0.19752,-0.18374,-0.29349,-0.21748,-0.22777,-0.15463,0.019405,0.028457
1.3138,-0.78487,0.56234,0.39988,0.18148,-0.14961,-0.28253,-0.24712,-0.17489,-0.1644,-0.005472,0.056626
